block;russian;transcription;english;translations;examples
shopping_150;Есть ли безлакто́зное молоко́;/yest li byezlaktoznoye moloko/;Do you have lactose-free milk;Do you have lactose-free milk;"Я говорю: ""Есть ли безлакто́зное молоко́"". | Эту фразу полезно сказать в магазине."
shopping_150;Где́ о́вощи;/gdye ovoshchi/;Where are the vegetables;Where are the vegetables;"Я говорю: ""Где́ о́вощи"". | Эту фразу полезно сказать в магазине."
shopping_150;Где́ фру́кты;/gdye frukty/;Where are the fruits;Where are the fruits;"Я говорю: ""Где́ фру́кты"". | Эту фразу полезно сказать в магазине."
shopping_150;Где́ бытова́я хи́мия;/gdye bytovaya khimiya/;Where are the household products;Where are the household products;"Я говорю: ""Где́ бытова́я хи́мия"". | Эту фразу полезно сказать в магазине."
shopping_150;У вас есть ко́фе в зёрнах;/u vas yest kofye v zyornakh/;Do you have coffee beans;Do you have coffee beans;"Я говорю: ""У вас есть ко́фе в зёрнах"". | Эту фразу полезно сказать в магазине."
shopping_150;Мне нужна́ зубна́я щётка;/mnye nuzhna zubnaya shchyotka/;I need a toothbrush;I need a toothbrush;"Я говорю: ""Мне нужна́ зубна́я щётка"". | Эту фразу полезно сказать в магазине."
shopping_150;Э́то сли́шком до́рого;/eto slishkom dorogo/;This is too expensive;This is too expensive;"Я говорю: ""Э́то сли́шком до́рого"". | Эту фразу полезно сказать в магазине."
shopping_150;Есть что-нибу́дь подеше́вле;/yest chto-nibud podyeshyevlye/;Is there anything cheaper;Is there anything cheaper;"Я говорю: ""Есть что-нибу́дь подеше́вле"". | Эту фразу полезно сказать в магазине."
shopping_150;Я про́сто смотрю́;/ya prosto smotryu/;I am just looking;I am just looking;"Я говорю: ""Я про́сто смотрю́"". | Эту фразу полезно сказать в магазине."
shopping_150;Я беру́ э́то;/ya byeru eto/;I will take this;I will take this;"Я говорю: ""Я беру́ э́то"". | Эту фразу полезно сказать в магазине."
shopping_150;Я переду́мал;/ya pyeryedumal/;I changed my mind;I changed my mind;"Я говорю: ""Я переду́мал"". | Эту фразу полезно сказать в магазине."
shopping_150;Откро́йте, пожа́луйста, втору́ю ка́ссу;/otkroytye, pozhaluysta, vtoruyu kassu/;Please open a second checkout;Please open a second checkout;"Я говорю: ""Откро́йте, пожа́луйста, втору́ю ка́ссу"". | Эту фразу полезно сказать в магазине."
shopping_150;О́чередь о́чень дли́нная;/ochyeryed ochyen dlinnaya/;The line is very long;The line is very long;"Я говорю: ""О́чередь о́чень дли́нная"". | Эту фразу полезно сказать в магазине."
shopping_150;Мне ну́жен чек для возвра́та;/mnye nuzhyen chyek dlya vozvrata/;I need the receipt for a return;I need the receipt for a return;"Я говорю: ""Мне ну́жен чек для возвра́та"". | Эту фразу полезно сказать в магазине."
shopping_150;Мо́жно верну́ть това́р;/mozhno vyernut tovar/;Can I return the product;Can I return the product;"Я говорю: ""Мо́жно верну́ть това́р"". | Эту фразу полезно сказать в магазине."
shopping_150;Това́р без ски́дки;/tovar byez skidki/;The product is without discount;The product is without discount;"Я говорю: ""Това́р без ски́дки"". | Эту фразу полезно сказать в магазине."
shopping_150;Мне ну́жен пода́рок;/mnye nuzhyen podarok/;I need a gift;I need a gift;"Я говорю: ""Мне ну́жен пода́рок"". | Эту фразу полезно сказать в магазине."
shopping_150;У вас есть пода́рочный паке́т;/u vas yest podarochnyy pakyet/;Do you have a gift bag;Do you have a gift bag;"Я говорю: ""У вас есть пода́рочный паке́т"". | Эту фразу полезно сказать в магазине."
shopping_150;Заверни́те, пожа́луйста, поку́пку;/zavyernitye, pozhaluysta, pokupku/;Please wrap the purchase;Please wrap the purchase;"Я говорю: ""Заверни́те, пожа́луйста, поку́пку"". | Эту фразу полезно сказать в магазине."
shopping_150;Я ищу́ отде́л с напи́тками;/ya ishchu otdyel s napitkami/;I am looking for the drinks section;I am looking for the drinks section;"Я говорю: ""Я ищу́ отде́л с напи́тками"". | Эту фразу полезно сказать в магазине."
shopping_150;Мне нужна́ буты́лка воды́;/mnye nuzhna butylka vody/;I need a bottle of water;I need a bottle of water;"Я говорю: ""Мне нужна́ буты́лка воды́"". | Эту фразу полезно сказать в магазине."
shopping_150;Есть ли све́жая ры́ба;/yest li svyezhaya ryba/;Do you have fresh fish;Do you have fresh fish;"Я говорю: ""Есть ли све́жая ры́ба"". | Эту фразу полезно сказать в магазине."
shopping_150;Мо́жно вы́брать спе́лые бана́ны;/mozhno vybrat spyelyye banany/;Can I choose ripe bananas;Can I choose ripe bananas;"Я говорю: ""Мо́жно вы́брать спе́лые бана́ны"". | Эту фразу полезно сказать в магазине."
shopping_150;Я хочу́ оплати́ть отде́льно;/ya khochu oplatit otdyelno/;I want to pay separately;I want to pay separately;"Я говорю: ""Я хочу́ оплати́ть отде́льно"". | Эту фразу полезно сказать в магазине."
shopping_150;Мо́жно проби́ть ещё раз;/mozhno probit yeshchyo raz/;Can you scan it again;Can you scan it again;"Я говорю: ""Мо́жно проби́ть ещё раз"". | Эту фразу полезно сказать в магазине."
shopping_150;Цена́ на ка́ссе друга́я;/tsyena na kassye drugaya/;The price at the checkout is different;The price at the checkout is different;"Я говорю: ""Цена́ на ка́ссе друга́я"". | Эту фразу полезно сказать в магазине."
shopping_150;У вас есть ка́рта магази́на;/u vas yest karta magazina/;Do you have a store loyalty card;Do you have a store loyalty card;"Я говорю: ""У вас есть ка́рта магази́на"". | Эту фразу полезно сказать в магазине."
shopping_150;Мне нужна́ по́мощь консульта́нта;/mnye nuzhna pomoshch konsultanta/;I need help from an assistant;I need help from an assistant;"Я говорю: ""Мне нужна́ по́мощь консульта́нта"". | Эту фразу полезно сказать в магазине."
human_body_60;голова́;/golova/;head;head;Это голова́. | У человека есть голова́.
human_body_60;воло́сы;/volosy/;hair;hair;Это воло́сы. | У человека есть воло́сы.
human_body_60;лоб;/lob/;forehead;forehead;Это лоб. | У человека есть лоб.
human_body_60;лицо́;/litso/;face;face;Это лицо́. | У человека есть лицо́.
human_body_60;глаз;/glaz/;eye;eye;Это глаз. | У человека есть глаз.
human_body_60;у́хо;/ukho/;ear;ear;Это у́хо. | У человека есть у́хо.
human_body_60;нос;/nos/;nose;nose;Это нос. | У человека есть нос.
human_body_60;щёка́;/shchyoka/;cheek;cheek;Это щёка́. | У человека есть щёка́.
human_body_60;рот;/rot/;mouth;mouth;Это рот. | У человека есть рот.
human_body_60;гу́бы;/guby/;lips;lips;Это гу́бы. | У человека есть гу́бы.
human_body_60;зуб;/zub/;tooth;tooth;Это зуб. | У человека есть зуб.
human_body_60;язы́к;/yazyk/;tongue;tongue;Это язы́к. | У человека есть язы́к.
human_body_60;подборо́док;/podborodok/;chin;chin;Это подборо́док. | У человека есть подборо́док.
human_body_60;ше́я;/shyeya/;neck;neck;Это ше́я. | У человека есть ше́я.
