block;russian;fr;es;pt;ar;zh
beginner_1000;влиять;influence;influencia;influência;التأثير;影响力
beginner_1000;повлиять;influence;influencia;influência;التأثير;影响力
beginner_1000;зависеть;dépendent;dependen;depende;تعتمد;取决于
beginner_1000;стоить;coût;costo;custo;التكلفة;成本
beginner_1000;означать;signifie;significa;significa;يعني;意思是
beginner_1000;принимать;accepter;aceptar;aceitar;قبول;接受
beginner_1000;принять;accepter;aceptar;aceitar;قبول;接受
beginner_1000;передавать;transmettre;transmitir;transmitir;ينقل;传输
beginner_1000;передать;transfert;transferencia;transferência;النقل;转移
beginner_1000;получиться;s'avère;resulta;acabou;أخرج;结果
beginner_1000;предпочитать;préfère;prefieren;prefiro;تفضل;更喜欢
beginner_1000;переводить;traduire;traducir;traduzir;ترجم;翻译
beginner_1000;перевести;traduire;traducir;traduzir;ترجم;翻译
beginner_1000;замечать;avis;aviso;aviso;ملاحظة;通知
beginner_1000;заметить;avis;aviso;aviso;ملاحظة;通知
beginner_1000;сравнить;comparer;comparar;comparar;قارن;比较
beginner_1000;повторить;répéter;repetir;repetir;كرر;重复
beginner_1000;обещать;promesse;promesa;promessa;الوعد;承诺
beginner_1000;пообещать;promesse;promesa;promessa;الوعد;承诺
beginner_1000;рисовать;dessiner;dibujar;sorteio;رسم;抽奖
beginner_1000;нарисовать;dessiner;empate;sorteio;رسم;抽奖
beginner_1000;танцевать;danse;bailar;dançar;الرقص;舞蹈
beginner_1000;путешествовать;voyage;viajar;viajar;السفر;旅行
beginner_1000;плавать;nager;nadar;nadar;السباحة;游泳
beginner_1000;побежать;exécuter;correr;correr;تشغيل;运行
beginner_1000;лететь;voler;volar;voar;يطير;飞
beginner_1000;летать;voler;volar;voar;يطير;飞
beginner_1000;обедать;déjeuner;almorzar;almoçar;تناول الغداء;吃午饭
beginner_1000;ужинать;dîner;cenar;jantar;تناول العشاء;吃晚饭
beginner_1000;завтракать;prendre le petit déjeuner;desayunar;tomar café da manhã;تناول وجبة الإفطار;吃早餐
beginner_1000;улыбнуться;sourire;sonrisa;sorrir;ابتسم;微笑
beginner_1000;радоваться;réjouis-toi;regocíjate;alegre-se;افرحوا;庆幸
beginner_1000;рассказывать;dire;decir;diga;أخبر;告诉
beginner_1000;рассказать;dire;decir;diga;أخبر;告诉
beginner_1000;обучать;entraîner;tren;trem;القطار;火车
beginner_1000;научить;enseigner;enseñar;ensinar;يعلم;教
beginner_1000;отдыхать;repos;descanso;descanso;الراحة;休息
beginner_1000;отдохнуть;repos;descanso;descanso;الراحة;休息
beginner_1000;посетить;visite;visita;visita;زيارة;访问
beginner_1000;посещать;visite;visita;visita;زيارة;访问
beginner_1000;сотрудничать;coopérer;cooperar;cooperar;التعاون;合作
beginner_1000;делиться;partager;compartir;compartilhar;شارك;分享
beginner_1000;поделиться;partager;compartir;compartilhar;سهم;分享
beginner_1000;сопротивляться;résister;resistir;resistir;يقاوم;抵抗
beginner_1000;прикрывать;couverture;portada;capa;الغلاف;封面
beginner_1000;накрывать;couverture;portada;capa;الغلاف;封面
beginner_1000;печатать;imprimer;imprimir;imprimir;طبع;打印
beginner_1000;напечатать;imprimer;imprimir;imprimir;طبع;打印
beginner_1000;копировать;copie;copia;copiar;نسخة;复制
beginner_1000;скопировать;copie;copia;copiar;نسخة;复制
beginner_1000;вставлять;insérer;insertar;inserir;إدراج;插入
beginner_1000;вставить;insérer;insertar;inserir;إدراج;插入
beginner_1000;включить;activer;habilitar;ativar;تمكين;启用
beginner_1000;выключать;éteindre;apagar;desligar;ينطفئ;关闭
beginner_1000;выключить;éteindre;apagar;desligar;ينطفئ;关闭
beginner_1000;запускать;courir;correr;correr;تشغيل;运行
beginner_1000;запустить;courir;correr;correr;تشغيل;运行
beginner_1000;загружать;télécharger;descargar;baixar;تحميل;下载
beginner_1000;загрузить;télécharger;descargar;baixar;تحميل;下载
beginner_1000;сохраняться;sauvegarder;guardar;salvar;حفظ;保存
beginner_1000;исследовать;explorer;explorar;explorar;استكشاف;探索
beginner_1000;исследование;recherche;investigación;pesquisa;بحث;研究
beginner_1000;наблюдать;regarder;mirar;assistir;شاهد;观看 使用
beginner_1000;наблюдение;observation;observación;observação;الملاحظة;观察
beginner_1000;изучать;étude;estudio;estudo;دراسة;研究
beginner_1000;изучить;explorer;explorar;explorar;استكشاف;探索
beginner_1000;сдавать;réussir;pasar;passar;تمر;通过
beginner_1000;сдать;réussir;pasar;passar;تمر;通过
beginner_1000;удаваться;réussir;tener éxito;sucesso;النجاح;成功
beginner_1000;удаться;réussir;tener éxito;sucesso;نجح;成功
beginner_1000;поблагодарить;merci;gracias;obrigado;شكرا;谢谢
beginner_1000;благодарить;merci;gracias;obrigado;شكرا;谢谢
beginner_1000;извиняться;excuses;disculpate;peça desculpas;الاعتذار;道歉
beginner_1000;извинить;désolé;lo siento;desculpe;عفوا;抱歉
beginner_1000;прощать;pardonner;perdonar;perdoar;استغفر;原谅
beginner_1000;простить;pardonner;perdonar;perdoar;استغفر;原谅
beginner_1000;обнимать;câlin;abrazo;abraço;عناق;拥抱
beginner_1000;обнять;câlin;abrazo;abraço;عناق;拥抱
beginner_1000;целовать;baiser;beso;beijo;قبلة;吻
beginner_1000;поцеловать;baiser;beso;beijo;قبلة;吻
beginner_1000;строиться;construire;construir;construir;البناء;构建
beginner_1000;познакомиться;faire connaissance;conocerse;conheça;التعرف على;认识
beginner_1000;знакомиться;faire connaissance;conocerse;conheça;تعرف;结识
beginner_1000;случаться;arrive;sucede;acontecer;يحدث;发生
beginner_1000;случиться;arrive;sucede;acontecer;يحدث;发生
beginner_1000;состоять;consiste;consiste;consiste;تتكون;组成
beginner_1000;принадлежать;appartiennent;pertenecen;pertence;ينتمون;属于
beginner_1000;обладать;possèdent;poseer;possuir;تمتلك;拥有
beginner_1000;выражать;exprimer;expresar;expresso;صريحة;表达
beginner_1000;выразить;exprimer;expresar;expresso;صريحة;表达
beginner_1000;называть;appeler;llamada;chamada;نداء;致电
beginner_1000;назвать;nom;nombre;nome;الاسم;姓名
beginner_1000;обращать;inverse;reverso;reverso;عكس ذلك;反向
beginner_1000;обратить;inverse;revertir;reverso;عكس;反向
beginner_1000;встречаться;rencontrer;reunirse;conhecer;لقاء;见面
beginner_1000;расходовать;dépenser;gastar;gastar;قضاء;花费
beginner_1000;тратить;dépenser;gastar;gastar;قضاء;花费
beginner_1000;потратить;dépenser;gastar;gastar;قضاء;花费
beginner_1000;экономить;sauvegarder;guardar;salvar;حفظ;保存
beginner_1000;сберегать;sauvegarder;guardar;salvar;حفظ;保存
beginner_1000;поддерживать;prise en charge;soporte;suporte;الدعم;支持
beginner_1000;поддержать;prise en charge;soporte;suporte;الدعم;支持
beginner_1000;доверять;confiance;confianza;confiança;الثقة;信任
beginner_1000;доверие;confiance;confianza;confiança;الثقة;信任
beginner_1000;управлять;gérer;gestionar;gerenciar;إدارة;管理
beginner_1000;управление;gestion;gestión;gestão;الإدارة;管理
beginner_1000;выпускать;sortie;liberación;lançamento;إطلاق;发布
beginner_1000;выпустить;sortie;lanzamiento;lançamento;الإصدار;发布
beginner_1000;приглашать;inviter;invitar;convite;دعوة;邀请
beginner_1000;пригласить;inviter;invitar;convite;دعوة;邀请
beginner_1000;поздравлять;féliciter;felicitar;parabéns;تهنئة;恭喜
beginner_1000;поздравить;féliciter;felicitar;parabéns;تهنئة;恭喜
beginner_1000;предупреждать;avertir;advertir;avisar;تحذير;警告
beginner_1000;предупредить;avertir;advertir;avisar;تحذير;警告
beginner_1000;потреблять;consommer;consumir;consumir;تستهلك;消耗
beginner_1000;потребление;consommation;consumo;consumo;الاستهلاك;消费
beginner_1000;завершать;terminer;terminar;terminar;انتهى;完成
beginner_1000;завершить;terminé;completo;concluído;كاملا;完成
beginner_1000;исправлять;correctif;arreglar;correção;الإصلاح;修复
beginner_1000;исправить;correctif;arreglar;correção;الإصلاح;修复
beginner_1000;починить;correctif;arreglar;correção;الإصلاح;修复
beginner_1000;ломаться;pause;descanso;pausa;استراحة;打破
beginner_1000;расти;grandir;crecer;crescer;ينمو;成长
beginner_1000;вырастать;grandir;crecer;crescer;ينمو;成长
beginner_1000;повышать;augmentation;aumento;aumento;زيادة;增加
beginner_1000;повысить;augmentation;aumento;aumento;زيادة;增加
beginner_1000;уменьшать;réduire;reducir;reduzir;تقليل;减少
beginner_1000;уменьшить;réduire;reducir;reduzir;تقليل;减少
beginner_1000;добавлять;ajouter;agregar;adicionar;إضافة;添加
beginner_1000;добавить;ajouter;agregar;adicionar;إضافة;添加
beginner_1000;ударить;frappé;golpe;acerto;ضرب;命中
beginner_1000;ударять;frappé;golpe;acerto;ضرب;击中
beginner_1000;толкать;pousser;empujar;empurrar;دفع;推
beginner_1000;толкнуть;pousser;empujar;empurrar;الدفع;推
beginner_1000;тянуть;tirer;tirar;puxar;سحب;拉
beginner_1000;потянуть;tirer;tirar;puxar;سحب;拉
beginner_1000;резать;couper;corte;corte;القطع;切
beginner_1000;разрезать;couper;corte;corte;القطع;切
beginner_1000;соединять;connecter;conectar;conectar;وصل;连接
beginner_1000;соединить;connecter;conectar;conectar;الاتصال;连接
beginner_1000;разделять;diviser;dividir;dividir;تقسيم;划分
beginner_1000;разделить;divisé;dividir;divisão;انقسام;分裂
beginner_1000;смешивать;mélanger;mezcla;misturar;الخلط;混合
beginner_1000;смешать;mélanger;mezcla;misturar;الخلط;混合
beginner_1000;сушить;sec;seco;seco;جاف;干
beginner_1000;сухой;sec;seco;seco;جاف;干
beginner_1000;мокрый;mouillé;mojado;molhado;الرطب;湿
beginner_1000;мягкий;doux;suave;suave;ناعمة;软
beginner_1000;твёрдый;dur;duro;difícil;صعب;硬
beginner_1000;острый;pointu;agudo;afiado;حاد;锐利
beginner_1000;тупой;terne;aburrido;chato;مملة;沉闷
beginner_1000;глубокий;profond;profundo;profundo;عميق;深
beginner_1000;мелкий;peu profond;poco profundo;raso;سطحية;浅
beginner_1000;широкий;de large;de ancho;de largura;واسعة;宽
beginner_1000;узкий;étroit;estrecho;estreito;الضيق;狭窄
beginner_1000;пустой;vide;vacío;vazio;فارغة;空
beginner_1000;полный;plein;completo;completo;كاملة;已满
beginner_1000;толстый;épais;grueso;grosso;سميكة;厚
beginner_1000;тонкий;mince;delgado;magro;رقيقة;薄
beginner_1000;тяжёлый;lourd;pesado;pesado;ثقيلة;重
beginner_1000;сладкий;doux;dulce;doce;حلو;甜蜜
beginner_1000;кислый;aigre;amargo;azedo;حامض;酸
beginner_1000;горький;amer;amargo;amargo;المر;苦涩
beginner_1000;солёный;salé;salado;salgado;مالح;咸
beginner_1000;свежий;frais;fresco;fresco;طازجة;新鲜
beginner_1000;спелый;mûr;maduro;maduro;ناضجة;成熟
beginner_1000;сырой;brut;crudo;cru;خام;原始
beginner_1000;варёный;bouilli;hervido;fervido;مسلوق;煮沸
beginner_1000;жареный;frit;frito;frito;مقلي;炒
beginner_1000;печёный;cuit;horneado;assado;خبز;烘烤
beginner_1000;уменьшенный;réduit;reducido;reduzido;مخفض;减少
beginner_1000;основной;principal;principal;principal;الرئيسية;主要
beginner_1000;второй;seconde;segundo;segundo;الثانية;第二
beginner_1000;третий;troisième;tercero;terceiro;الثالثة;第三
beginner_1000;четвёртый;quatrième;cuarto;quarto;الرابع;第四
beginner_1000;пятый;cinquième;quinto;quinto;الخامس;第五
beginner_1000;общий;général;generales;geral;عامة;一般
beginner_1000;частный;privé;privado;privado;خاص;私人
beginner_1000;личный;personnel;personales;pessoal;شخصية;个人
beginner_1000;общественный;publique;público;público;عامة;公共
beginner_1000;государственный;état;estado;estado;الدولة;状态
beginner_1000;местный;locale;locales;locais;محلي;本地
beginner_1000;международный;internationale;internacional;internacional;دولية;国际
